"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5281951";"";"None";"498.71";"1";"7.24";"454";"COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1";"IC50";"'='";"5915.62";"nM";"5.23";"";"";"UO_0000065";"10.48";"0.19";"-2.01";"11.60";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5285831";"";"None";"356.55";"1";"5.89";"52";"CCCCC[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"1279.38";"nM";"5.89";"";"";"UO_0000065";"16.53";"0.31";"0.00";"17.26";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5269979";"";"None";"368.56";"1";"6.20";"59";"CCCCCCC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"297.85";"nM";"6.53";"";"";"UO_0000065";"17.71";"0.33";"0.33";"19.12";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5268195";"";"None";"390.57";"1";"5.95";"67";"C[C@]12C[C@@H](CCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"125892.54";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5269029";"";"None";"404.59";"1";"6.25";"70";"Cc1ccc(CC[C@@H]2C[C@@]3(C)C(=CC2=O)CC[C@@H]2[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]23)cc1";"IC50";"'='";"38815.04";"nM";"4.41";"";"";"UO_0000065";"10.90";"0.20";"-1.84";"12.92";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3753611";"";"None";"402.58";"1";"6.26";"74";"C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"144.88";"nM";"6.84";"";"";"UO_0000065";"16.99";"0.31";"0.58";"20.03";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3754285";"";"None";"370.58";"1";"6.28";"137";"CCCCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12";"IC50";"'='";"429.54";"nM";"6.37";"";"";"UO_0000065";"17.18";"0.32";"0.09";"18.65";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3754471";"";"None";"300.44";"0";"4.33";"129";"C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12";"IC50";"'='";"349.95";"nM";"6.46";"";"";"UO_0000065";"21.49";"0.40";"2.13";"18.91";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3752405";"";"None";"326.48";"1";"5.03";"159; 211";"CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12";"IC50";"'='";"314.77";"nM";"6.50";"";"";"UO_0000065";"19.92";"0.37";"1.47";"19.05";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5284734";"";"None";"417.59";"1";"5.69";"154";"C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"157.76";"nM";"6.80";"";"";"UO_0000065";"16.29";"0.30";"1.11";"11.31";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3752011";"";"None";"338.49";"1";"5.20";"167";"CCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"250.03";"nM";"6.60";"";"";"UO_0000065";"19.50";"0.36";"1.40";"19.34";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5268832";"";"None";"306.45";"0";"2.93";"617";"C[C@]12CC[C@H]3[C@@H](CCC4C(=O)[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"IC50";"'='";"3899.42";"nM";"5.41";"";"";"UO_0000065";"17.65";"0.34";"2.48";"9.40";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5290788";"";"None";"300.40";"0";"3.27";"329; 340, 504";"C[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"279.9";"nM";"6.55";"";"";"UO_0000065";"21.81";"0.41";"3.28";"12.80";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5275933";"";"None";"408.58";"1";"5.66";"430";"COc1ccc(/C=C2/C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)cc1";"IC50";"'='";"7128.53";"nM";"5.15";"";"";"UO_0000065";"12.60";"0.23";"-0.51";"11.06";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL3407536";"";"None";"312.41";"0";"3.24";"2";"C[C@]12C=CC(=O)C=C1[C@@]1(CO1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"'='";"91.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3414090";"Inhibition of human placental microsome aromatase using [1beta-3H] androstenedione as substrate at 2 uM after 15 mins by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407463";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";""
"CHEMBL4852023";"";"None";"286.46";"1";"5.55";"16";"CC(C)c1cc(O)c2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"18.96";"0.35";"-0.12";"26.85";"0";"CHEMBL4836470";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834458";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"";"INHIBITOR";""
"CHEMBL75";"";"None";"531.44";"1";"4.21";"Ketoconazole";"CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"10.57";"0.21";"1.41";"8.14";"0";"CHEMBL4836470";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834458";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"";"INHIBITOR";""
"CHEMBL4797578";"";"None";"369.42";"0";"4.35";"13";"Oc1ccc(C(=C(Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1";"IC50";"'='";"137.0";"nM";"6.86";"";"";"UO_0000065";"18.58";"0.33";"2.51";"9.64";"0";"CHEMBL4716146";"Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715691";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL4747849";"";"None";"343.38";"0";"4.68";"17a";"N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1";"IC50";"'='";"15200.0";"nM";"4.82";"";"";"UO_0000065";"14.03";"0.25";"0.14";"5.70";"0";"CHEMBL4716146";"Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715691";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL3219600";"";"None";"254.29";"0";"2.63";"36";"COc1ccc2c(c1)C(=O)/C(=C/c1c[nH]cn1)CC2";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"29.05";"0.53";"4.76";"13.44";"1";"CHEMBL3624595";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621095";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";""
"CHEMBL41761";"";"None";"319.38";"0";"4.63";"40";"CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"23.16";"0.42";"2.77";"32.52";"1";"CHEMBL3624595";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621095";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";""
"CHEMBL5277126";"";"None";"320.39";"0";"3.95";"2d";"CCCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1";"IC50";"'='";"374.0";"nM";"6.43";"";"";"UO_0000065";"20.06";"0.37";"2.48";"14.57";"0";"CHEMBL5249083";"Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247591";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.167 hr";"INHIBITOR";""
"CHEMBL132530";"FORMESTANE";"4.0";"302.41";"0";"3.97";"10";"C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"'='";"99.2";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL3804710";"Inhibition of aromatase in human placental microsomes using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release at 0.5 uM after 15 mins by liquid scintillation counting method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797024";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";""
"CHEMBL3752414";"";"None";"300.44";"0";"4.33";"29; 36, 48";"C[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"460.26";"nM";"6.34";"";"";"UO_0000065";"21.09";"0.39";"2.01";"18.56";"0";"CHEMBL5241250";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL3893614";"";"None";"271.27";"0";"3.55";"10";"Fc1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"20.86";"0.39";"2.11";"18.74";"0";"CHEMBL3872116";"Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins by high throughput assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL5271052";"";"None";"410.27";"0";"4.88";"4c";"COc1ccc2cc(C(O)(c3ccc(Br)cc3)c3cccnc3)oc2c1";"IC50";"'='";"0.4";"nM";"9.40";"";"";"UO_0000065";"22.91";"0.49";"4.52";"16.94";"0";"CHEMBL5232960";"Inhibition of aromatase in human JEG-3 cells using Androst-4-ene-3,17-dione [1beta-3H] as substrate incubated for 1 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230170";"1";"Scientific Literature";"RSC Med Chem";"2023";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL2386284";"";"None";"359.47";"1";"5.10";"Z-4, (Z)-Norendoxifen";"CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1";"Ki";"'='";"442.0";"nM";"6.36";"";"";"UO_0000065";"17.68";"0.32";"1.25";"11.45";"0";"CHEMBL2387862";"Inhibition of human recombinant microsomal aromatase using 7-methoxy-4-trifluoromethylcoumarin as substrate by Lineweaver-Burk plot analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385050";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";""
"CHEMBL5280921";"";"None";"314.47";"0";"4.29";"266";"CCC1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"61.94";"nM";"7.21";"";"";"UO_0000065";"22.92";"0.43";"2.92";"19.32";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL2111917";"";"None";"330.47";"0";"4.45";"369";"CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"699.84";"nM";"6.16";"";"";"UO_0000065";"18.62";"0.35";"1.71";"14.19";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5280552";"";"None";"351.33";"1";"5.28";"538";"C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](Br)C[C@@H]12";"IC50";"'='";"54954.09";"nM";"4.26";"";"";"UO_0000065";"12.13";"0.28";"-1.02";"24.96";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL1908014";"";"None";"302.41";"0";"3.06";"605";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12";"IC50";"'='";"199986.19";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3753803";"";"None";"324.46";"0";"4.81";"166; 215";"CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"21.57";"0.40";"2.19";"20.50";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL5275846";"";"None";"318.43";"0";"4.43";"291";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CCF)[C@@H]1CCC2=O";"IC50";"'='";"699.84";"nM";"6.16";"";"";"UO_0000065";"19.33";"0.37";"1.73";"18.03";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";""
"CHEMBL3326519";"";"None";"351.36";"0";"2.90";"16e";"CCOC(=O)c1nnn(Cc2ccccc2)c1-c1ccc2c(c1)OCO2";"Ki";"'='";"707.95";"nM";"6.15";"";"";"UO_0000065";"17.50";"0.32";"3.25";"8.15";"0";"CHEMBL3362830";"Inhibition of recombinant human CYP19A1 assessed as inhibition of DBF conversion to fluorescein by-product by fluorometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352142";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL3326522";"";"None";"386.25";"0";"3.93";"16h";"CCOC(=O)c1nnn(Cc2cccc(Br)c2)c1-c1ccccc1";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"17.67";"0.39";"2.89";"11.97";"0";"CHEMBL3362830";"Inhibition of recombinant human CYP19A1 assessed as inhibition of DBF conversion to fluorescein by-product by fluorometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352142";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"LTZ";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"28.04";"0.50";"5.34";"10.22";"1";"CHEMBL4391749";"Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"LTZ";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"Inhibition";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL4391758";"Inhibition of recombinant human aromatase at 1 uM preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
